Word;--;Document;--;Sentence
corner;--;doc3.txt;--;I went to bake sales and barber shops and if there were two guys standing on the corner I'd pull up and hand them literature.
corner;--;doc5.txt;--;We have been told that progress is just around the corner, and that when the Iraqis stand up, we will be able to stand down.
corner;--;doc2.txt;--;And it is that promise that forty five years ago today, brought Americans from every corner of this land to stand together on a Mall in Washington, before Lincoln's Memorial, and hear a young preacher from Georgia speak of his dream.
largest;--;doc6.txt;--;Many of these aging research facilities have the largest, least secure quantities of highly enriched uranium in the world - the quickest way to a nuclear weapon.
largest;--;doc5.txt;--;But instead of effectively targeting this aid, we have seen some of the largest waste, fraud, and abuse of foreign aid in American history.
defining;--;doc2.txt;--;You have shown what history teaches us - that at defining moments like this one, the change we need doesn't come from Washington.
choices;--;doc1.txt;--;We'll have to make hard choices.
choices;--;doc5.txt;--;making the hard choices and sacrifices necessary to uphold our most deeply held values and ideals.
choices;--;doc2.txt;--;The challenges we face require tough choices, and Democrats as well as Republicans will need to cast off the worn-out ideas and politics of the past.
distance;--;doc4.txt;--;Third, Kenya is hurt from factors unique to Africa's geography and place in the world -- disease, distance from viable markets and especially terms of trade.
depression;--;doc1.txt;--;In the face of Depression, we put people back to work and lifted millions out of poverty.
depression;--;doc3.txt;--;I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.
even;--;doc4.txt;--;It can shield a war criminal - even one like Felicien Kabuga, suspected of helping to finance and orchestrate the Rwandan genocide - by allowing him to purchase safe haven for a time and robbing all humanity of the opportunity to bring the criminal to justice.
even;--;doc3.txt;--;That even though we may get involved out of civic obligation every few years, we don't always have confidence that government can make a difference in our lives.
even;--;doc5.txt;--;This means talking to our friends and, at times, even our enemies.
even;--;doc2.txt;--;Instead, it is that American spirit - that American promise - that pushes us forward even when the path is uncertain; that binds us together in spite of our differences; that makes us fix our eye not on what is seen, but what is unseen, that better place around the bend.
even;--;doc1.txt;--;As Lincoln organized the forces arrayed against slavery, he was heard to say: "Of strange, discordant, and even hostile elements, we gathered from the four winds, and formed and fought to battle through."
even;--;doc6.txt;--;As the Avian Influenza outbreak demonstrates, even the zealous Russian border guard is helpless against the global sweep of biological threats.
afghanistan;--;doc6.txt;--;But we've all seen how it could take far less time for these weapons to leak out and travel around the world, fueling insurgencies and violent conflicts from Africa to Afghanistan.
afghanistan;--;doc5.txt;--;if the Iranians and Syrians think they can use Iraq as another Afghanistan or a staging area from which to attack Israel or other countries, they are badly mistaken.
afghanistan;--;doc2.txt;--;I will end this war in Iraq responsibly, and finish the fight against al Qaeda and the Taliban in Afghanistan.
material;--;doc6.txt;--;We must safeguard these dangerous weapons, material, and expertise.
material;--;doc5.txt;--;do not just come from deposing a tyrant and handing out ballots; they are only realized once the personal and material security of a people is ensured as well.
